강좌번호,학점,교과목명,구분,시간,개설대학,담당교수,성향,강의시간,시간벡터
TCHR0655-001,3.0,기술교육론,교직,"목 10A,10B
목 11A,11B
목 12A,12B",사범대학,함형인,"1,2,0,3,1,1,0,2,3,0,0,3,0,3,1,3","목 18.0, 18.5
목 19.0","['목 18.0', '목 18.5', '목 19.0']"
CLTR0210-018,3.0,명저읽기와 토론,교양,"화 7A,7B,8A
목 7A,7B,8A",사범대학,손철성,"3,3,1,3,2,0,0,3,0,1,3,2,2,3,1,1","화 15.0, 15.5, 16.0
목 15.0, 15.5, 16.0","['화 15.0', '화 15.5', '화 16.0', '목 15.0', '목 15.5', '목 16.0']"
CLTR0210-019,3.0,명저읽기와 토론,교양,"금 1A,1B,2A
금 2B,3A,3B",사범대학,김용수,"0,1,0,1,1,3,0,3,1,0,3,3,0,3,1,2","금 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['금 9.0', '금 9.5', '금 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0210-020,3.0,명저읽기와 토론,교양,"화 5B,6A,6B
목 5B,6A,6B",사범대학,채권석,"3,3,3,3,2,1,1,1,2,1,3,0,2,2,3,3","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0768-001,3.0,글로벌· 다문화 사회와 미래교육,교양,"화 10A,10B,11A
화 11B,12A,12B",사범대학,고민경,"2,0,2,0,1,3,3,2,1,3,2,0,3,2,3,2","화 18.0, 18.5, 19.0","['화 18.0', '화 18.5', '화 19.0']"
CLTR0024-002,3.0,독일어1,교양,"월 1A,1B,2A
수 2B,3A,3B",사범대학,안철택,"1,2,2,0,0,2,1,3,1,3,1,3,1,2,2,1","월 9.0, 9.5, 10.0
수 10.5, 11.0, 11.5","['월 9.0', '월 9.5', '월 10.0', '수 10.5', '수 11.0', '수 11.5']"
CLTR0043-004,3.0,서양의역사와문화,교양,"화 7A,7B,8A
목 7A,7B,8A",사범대학,강미경,"3,2,2,3,0,0,3,3,0,2,3,0,0,0,1,3","화 15.0, 15.5, 16.0
목 15.0, 15.5, 16.0","['화 15.0', '화 15.5', '화 16.0', '목 15.0', '목 15.5', '목 16.0']"
CLTR0205-032,3.0,대학글쓰기,교양,"화 5B,6A,6B
목 5B,6A,6B",사범대학,김인환,"3,3,3,3,3,2,0,0,0,3,2,1,2,0,0,2","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0252-001,3.0,논쟁술,교양,"화 5B,6A,6B
목 5B,6A,6B",사범대학,채연숙,"1,3,0,3,1,0,1,1,0,1,2,2,3,0,0,2","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0501-002,3.0,한국의 언어와 문학,교양,"화 1A,1B,2A
목 2B,3A,3B",사범대학,이재섭,"2,0,0,3,3,3,2,0,2,3,3,3,2,0,3,3","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
TCHR0478-001,3.0,프랑스어 논리 및 논술지도,교직,"화 8B,9A,9B
목 8B,9A,9B",사범대학,김병욱,"1,0,2,0,3,3,0,0,0,3,1,1,3,2,0,0","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
TCHR0581-001,3.0,독일어교육론,교직,"월 7A,7B,8A
수 7A,7B,8A",사범대학,손성호,"3,0,1,0,0,3,3,1,3,3,2,0,0,0,3,3","월 15.0, 15.5, 16.0
수 15.0, 15.5, 16.0","['월 15.0', '월 15.5', '월 16.0', '수 15.0', '수 15.5', '수 16.0']"
TCHR0582-001,3.0,독일어교재연구및지도법,교직,"월 2A,2B
월 3A,3B
수 2A,2B
수 3A,3B",사범대학,손성호,"1,3,3,1,2,0,0,2,1,1,3,1,2,2,3,3","월 10.0, 10.5
월 11.0, 11.5
수 10.0, 10.5
수 11.0, 11.5","['월 10.0', '월 10.5', '월 11.0', '월 11.5', '수 10.0', '수 10.5', '수 11.0', '수 11.5']"
TCHR0584-001,3.0,프랑스어교재연구및지도법,교직,"화 2A,2B
화 3A,3B
목 2A,2B
목 3A,3B",사범대학,김희경,"1,1,0,1,3,2,3,1,1,1,2,3,3,3,3,0","화 10.0, 10.5
화 11.0, 11.5
목 10.0, 10.5
목 11.0, 11.5","['화 10.0', '화 10.5', '화 11.0', '화 11.5', '목 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0205-033,3.0,대학글쓰기,교양,"화 2B,3A,3B
목 1A,1B,2A",사범대학,신소윤,"0,3,3,3,0,1,1,0,1,0,0,2,1,0,1,2","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
TCHR0444-001,3.0,통합과학 논리 및 논술지도,교직,"수 7A,7B,8A
수 8B,9A,9B",사범대학,김영신,"2,3,0,1,0,1,3,0,3,2,0,1,2,1,2,2","수 15.0, 15.5, 16.0
수 16.5, 17.0, 17.5","['수 15.0', '수 15.5', '수 16.0', '수 16.5', '수 17.0', '수 17.5']"
TCHR0444-002,3.0,통합과학 논리 및 논술지도,교직,"수 7A,7B,8A
수 8B,9A,9B",사범대학,김영신,"0,2,2,0,2,1,0,0,1,2,0,0,0,3,2,2","수 15.0, 15.5, 16.0
수 16.5, 17.0, 17.5","['수 15.0', '수 15.5', '수 16.0', '수 16.5', '수 17.0', '수 17.5']"
